CO_CURSO,NT_GER,QT_ALUNOS,QE_I63,QE_I57,QE_I15_A,QE_I15_B,QE_I15_C,QE_I15_D,QE_I15_E,QE_I15_F,QE_I23_ordinal,NT_GER_PREVISTA
10059,34.166666666666664,36,4.260869565217392,3.869565217391304,0.6739130434782609,0.0,0.043478260869565216,0.2391304347826087,0.043478260869565216,0.0,2.869565217391304,35.99142999147207
100684,30.02857142857143,7,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,34.05423372165087
100816,44.01904761904762,21,4.090909090909091,4.454545454545454,0.5909090909090909,0.0,0.13636363636363635,0.18181818181818182,0.09090909090909091,0.0,3.227272727272727,41.646504654710085
101318,44.56,10,5.0,5.0,0.8181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,3.090909090909091,40.70093207265077
101558,42.04090909090909,22,4.666666666666667,3.888888888888889,0.6153846153846154,0.07692307692307693,0.038461538461538464,0.07692307692307693,0.19230769230769232,0.0,3.3461538461538463,42.72855537338312
10159,26.613333333333333,15,4.142857142857143,4.285714285714286,0.6111111111111112,0.0,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.0,2.611111111111111,33.22715511302852
101700,34.17777777777778,18,4.666666666666667,5.0,0.7894736842105263,0.0,0.05263157894736842,0.15789473684210525,0.0,0.0,2.736842105263158,35.79743061436489
101710,35.80769230769231,13,3.6666666666666665,4.5,0.7142857142857143,0.0,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,3.142857142857143,39.41260697239172
101712,39.25833333333333,24,4.222222222222222,4.111111111111111,0.7037037037037037,0.0,0.037037037037037035,0.25925925925925924,0.0,0.0,2.925925925925926,39.02808284482711
101830,37.089999999999996,20,4.833333333333333,4.666666666666667,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.23809523809523808,0.19047619047619047,0.0,3.2857142857142856,40.79363029634981
101942,35.676811594202896,69,4.0,4.318181818181818,0.43243243243243246,0.013513513513513514,0.0945945945945946,0.20270270270270271,0.22972972972972974,0.02702702702702703,2.9594594594594597,40.91618698754786
101984,44.44285714285714,14,3.5555555555555554,4.0,0.5,0.1875,0.0625,0.0,0.1875,0.0625,3.0,40.79152681819068
102186,23.692857142857143,14,2.25,3.25,0.9333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,2.533333333333333,31.01140019514967
102590,41.91818181818182,11,3.769230769230769,4.076923076923077,0.47368421052631576,0.0,0.21052631578947367,0.21052631578947367,0.10526315789473684,0.0,3.210526315789474,39.10366419264817
103062,42.34,35,2.269230769230769,3.769230769230769,0.6410256410256411,0.15384615384615385,0.02564102564102564,0.05128205128205128,0.1282051282051282,0.0,3.2564102564102564,41.754688794755474
1032473,38.06,5,5.0,5.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,2.3333333333333335,34.94527183181186
103806,32.6,2,2.0,5.0,0.5,0.0,0.0,0.0,0.5,0.0,3.5,43.31345061991955
104360,32.11176470588235,17,4.833333333333333,4.5,0.8235294117647058,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0,2.823529411764706,36.379832702875845
104498,25.688888888888886,9,3.5,2.5,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,2.6363636363636362,31.874105259087614
1047907,34.689473684210526,19,3.4,4.333333333333333,0.875,0.0,0.041666666666666664,0.0,0.08333333333333333,0.0,2.5,34.41169571519386
104836,28.308333333333334,12,4.333333333333333,3.6666666666666665,0.6666666666666666,0.0,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,2.8333333333333335,32.48116684941929
1050053,37.92,20,3.6666666666666665,4.888888888888889,0.85,0.0,0.05,0.1,0.0,0.0,2.35,33.71634397204663
10515,37.06666666666667,9,4.0,4.0,0.8461538461538461,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,2.0,33.594101173102416
105678,36.9,15,4.5,4.0,0.875,0.0,0.0625,0.0,0.0625,0.0,3.125,39.490958538876754
105728,39.33555555555555,90,4.6,4.4,0.6979166666666666,0.0,0.09375,0.15625,0.041666666666666664,0.010416666666666666,2.2916666666666665,34.90022006313587
105953,26.2,4,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,33.72463156036079
106134,48.325,4,3.8,4.8,1.0,0.0,0.0,0.0,0.0,0.0,2.8,34.937017993061886
106167,36.913953488372094,43,4.0,4.0,0.43478260869565216,0.0,0.13043478260869565,0.1956521739130435,0.2391304347826087,0.0,3.217391304347826,38.58646250082562
106824,28.15,10,4.5,3.0,0.9,0.0,0.0,0.1,0.0,0.0,2.5,33.362975429642454
106996,27.101052631578945,95,4.4,4.24,0.6666666666666666,0.00980392156862745,0.09803921568627451,0.11764705882352941,0.06862745098039216,0.0392156862745098,2.7450980392156863,31.5080764189514
1070485,31.058823529411764,17,4.666666666666667,4.111111111111111,0.6842105263157895,0.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.0,2.6315789473684212,35.50617368741221
107360,38.31304347826087,46,3.6666666666666665,4.523809523809524,0.5384615384615384,0.07692307692307693,0.09615384615384616,0.15384615384615385,0.1346153846153846,0.0,2.8461538461538463,40.39608346503856
107422,32.305,20,4.8,4.6,0.6363636363636364,0.0,0.09090909090909091,0.18181818181818182,0.045454545454545456,0.045454545454545456,2.4545454545454546,35.402563364036425
107920,24.76842105263158,19,4.0,4.555555555555555,0.8181818181818182,0.0,0.045454545454545456,0.13636363636363635,0.0,0.0,2.409090909090909,33.567627022969916
10814,36.50909090909091,44,4.666666666666667,4.266666666666667,0.7111111111111111,0.0,0.2222222222222222,0.022222222222222223,0.044444444444444446,0.0,2.7777777777777777,34.543928520870764
108660,29.325,68,3.206896551724138,4.137931034482759,0.6829268292682927,0.0975609756097561,0.06097560975609756,0.0975609756097561,0.04878048780487805,0.012195121951219513,2.2439024390243905,30.69405120172216
109276,24.799999999999997,4,4.0,4.0,0.0,0.0,0.5,0.25,0.25,0.0,3.25,38.709071582877975
109476,35.171052631578945,38,4.0,4.818181818181818,0.7,0.0,0.05,0.15,0.05,0.05,2.75,34.346498105914016
1098645,42.0,3,2.5,4.5,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,2.6666666666666665,35.03997322536344
1101244,40.29772727272727,44,4.24,4.28,0.8461538461538461,0.038461538461538464,0.0,0.07692307692307693,0.019230769230769232,0.019230769230769232,2.5384615384615383,33.06046775898518
1102342,50.81808510638297,94,4.631578947368421,4.526315789473684,0.4752475247524752,0.0297029702970297,0.0297029702970297,0.26732673267326734,0.1782178217821782,0.019801980198019802,3.3267326732673266,47.47393102951706
1102628,44.18490566037736,53,4.136363636363637,4.7727272727272725,0.6551724137931034,0.034482758620689655,0.034482758620689655,0.10344827586206896,0.1724137931034483,0.0,2.810344827586207,39.62369814631453
1102636,43.334666666666664,75,3.659090909090909,4.613636363636363,0.5822784810126582,0.0379746835443038,0.02531645569620253,0.21518987341772153,0.13924050632911392,0.0,2.6202531645569622,41.46521406683984
1102674,46.371428571428574,35,3.2222222222222223,4.111111111111111,0.4166666666666667,0.05555555555555555,0.027777777777777776,0.3611111111111111,0.1388888888888889,0.0,2.8055555555555554,42.99104836005299
1102774,43.77222222222222,18,4.625,4.375,0.5714285714285714,0.047619047619047616,0.0,0.38095238095238093,0.0,0.0,2.5714285714285716,37.04106116759071
1102783,28.722727272727273,22,4.384615384615385,4.230769230769231,0.46153846153846156,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.23076923076923078,0.07692307692307693,2.3846153846153846,35.55228600815415
1102793,39.62,10,5.0,4.5,0.8333333333333334,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,2.8333333333333335,36.41922949988172
1102800,40.721538461538465,65,4.666666666666667,4.666666666666667,0.6282051282051282,0.01282051282051282,0.05128205128205128,0.19230769230769232,0.11538461538461539,0.0,3.0256410256410255,44.5691369720037
1103034,41.018181818181816,11,5.0,5.0,0.8181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,3.1818181818181817,41.61869465518327
1103723,35.309090909090905,11,4.5,4.5,0.34782608695652173,0.0,0.0,0.6086956521739131,0.043478260869565216,0.0,3.4782608695652173,45.29262875557934
110428,36.81,10,4.8,4.6,0.4666666666666667,0.0,0.06666666666666667,0.26666666666666666,0.0,0.2,2.2666666666666666,35.099721375887135
110528,50.4125,40,4.3125,4.4375,0.5777777777777777,0.022222222222222223,0.044444444444444446,0.24444444444444444,0.1111111111111111,0.0,3.2666666666666666,47.62111533839289
1105434,39.33,10,4.166666666666667,4.5,1.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,34.22829565010804
1106427,30.099999999999998,9,4.5,5.0,0.9166666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,2.5,34.97279081590475
1108692,40.093333333333334,15,3.0,4.6,1.0,0.0,0.0,0.0,0.0,0.0,2.888888888888889,34.37543430131576
110926,35.44444444444444,9,5.0,4.666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,36.56348623394459
110974,41.983333333333334,18,5.0,4.833333333333333,0.8,0.0,0.1,0.05,0.05,0.0,2.6,36.27000690008785
110976,33.15909090909091,22,4.8,5.0,0.8181818181818182,0.0,0.13636363636363635,0.045454545454545456,0.0,0.0,2.6363636363636362,36.05893553521092
1110,42.41794871794872,39,4.444444444444445,4.555555555555555,0.926829268292683,0.0,0.0,0.04878048780487805,0.024390243902439025,0.0,2.8292682926829267,36.80366987778833
111278,36.3,14,5.0,5.0,0.4666666666666667,0.0,0.2,0.13333333333333333,0.0,0.2,2.533333333333333,35.96117626062727
1113852,32.464,25,4.230769230769231,4.230769230769231,0.7307692307692307,0.11538461538461539,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.0,2.5384615384615383,33.17454842477366
1113854,29.642105263157898,19,4.6,4.4,0.6923076923076923,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.07692307692307693,0.0,2.923076923076923,39.56296388329528
111476,40.71041666666667,48,4.105263157894737,4.157894736842105,0.68,0.0,0.14,0.06,0.12,0.0,2.54,37.10218664991231
1116093,32.22295081967213,61,4.448275862068965,4.275862068965517,0.7714285714285715,0.014285714285714285,0.1,0.04285714285714286,0.04285714285714286,0.02857142857142857,2.4857142857142858,32.062974877649914
1116224,29.823529411764707,17,4.142857142857143,4.285714285714286,0.7777777777777778,0.0,0.05555555555555555,0.0,0.05555555555555555,0.1111111111111111,3.0555555555555554,35.06380826141538
1116226,32.77777777777778,9,3.857142857142857,4.428571428571429,0.9090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,2.6363636363636362,34.55591725854637
1117717,32.69,10,4.6,5.0,0.5454545454545454,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,2.5454545454545454,38.04888088008523
1117890,38.86060606060607,33,4.0,4.384615384615385,0.6857142857142857,0.02857142857142857,0.02857142857142857,0.11428571428571428,0.11428571428571428,0.02857142857142857,2.657142857142857,38.53138609560373
1118057,43.15,24,4.5,4.357142857142857,0.6071428571428571,0.10714285714285714,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,2.5714285714285716,38.41588925076655
1118298,41.36486486486486,37,3.7,4.2,0.9411764705882353,0.0,0.0196078431372549,0.0,0.0392156862745098,0.0,2.7058823529411766,32.7631885387828
1119382,35.142920353982305,226,4.023041474654378,4.170506912442396,0.9054441260744985,0.012893982808022923,0.0329512893982808,0.03151862464183381,0.01002865329512894,0.0071633237822349575,2.644699140401146,31.144834706146675
111980,25.976190476190474,84,4.255813953488372,4.255813953488372,0.7415730337078652,0.033707865168539325,0.06741573033707865,0.0898876404494382,0.06741573033707865,0.0,2.640449438202247,31.58623868509826
112086,34.257894736842104,19,4.375,4.375,0.75,0.05,0.1,0.05,0.0,0.05,3.1,36.536422673653554
1122221,49.23157894736842,76,4.076923076923077,4.410256410256411,0.6344086021505376,0.021505376344086023,0.06451612903225806,0.17204301075268819,0.10752688172043011,0.0,3.172043010752688,47.13920560100691
11238,34.464999999999996,40,4.0625,4.125,0.8809523809523809,0.0,0.07142857142857142,0.0,0.023809523809523808,0.023809523809523808,2.642857142857143,30.754958740781166
112680,50.46666666666666,54,3.473684210526316,4.2631578947368425,0.6666666666666666,0.018518518518518517,0.018518518518518517,0.16666666666666666,0.12962962962962962,0.0,3.5925925925925926,48.414931063502465
1126898,41.132558139534886,43,4.4,4.666666666666667,0.5909090909090909,0.09090909090909091,0.045454545454545456,0.1590909090909091,0.11363636363636363,0.0,3.0454545454545454,44.084128009147015
1127925,41.83428571428571,35,5.0,4.666666666666667,0.6285714285714286,0.02857142857142857,0.08571428571428572,0.14285714285714285,0.11428571428571428,0.0,2.7142857142857144,38.17742070300499
1128077,35.51315789473684,38,3.5,4.107142857142857,0.5238095238095238,0.0,0.07142857142857142,0.2619047619047619,0.14285714285714285,0.0,2.5952380952380953,37.324300640320665
1128364,45.94666666666667,30,3.923076923076923,4.3076923076923075,0.5945945945945946,0.05405405405405406,0.05405405405405406,0.13513513513513514,0.13513513513513514,0.02702702702702703,3.4054054054054053,44.71400135025774
112846,38.94210526315789,19,3.6363636363636362,4.818181818181818,0.5909090909090909,0.22727272727272727,0.0,0.18181818181818182,0.0,0.0,3.4545454545454546,41.4121533198375
112893,34.785714285714285,42,4.615384615384615,4.769230769230769,0.6590909090909091,0.045454545454545456,0.045454545454545456,0.18181818181818182,0.06818181818181818,0.0,3.090909090909091,44.7256567465929
113124,43.225,12,4.8,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.9166666666666665,36.92420640189465
1132918,46.145833333333336,24,3.4166666666666665,4.416666666666667,0.5384615384615384,0.19230769230769232,0.038461538461538464,0.11538461538461539,0.11538461538461539,0.0,2.6538461538461537,41.4400793396854
113293,37.105000000000004,40,3.5925925925925926,3.925925925925926,0.6739130434782609,0.06521739130434782,0.021739130434782608,0.2391304347826087,0.0,0.0,2.4782608695652173,35.95512711373998
1134235,27.991666666666664,24,3.75,3.875,0.96,0.0,0.0,0.04,0.0,0.0,2.44,31.748798112261046
113455,32.10952380952381,21,3.5454545454545454,4.545454545454546,0.8076923076923077,0.0,0.038461538461538464,0.11538461538461539,0.0,0.038461538461538464,3.076923076923077,37.07752067612412
1136142,44.54818181818182,110,4.133333333333334,3.8,0.6031746031746031,0.0,0.07936507936507936,0.11904761904761904,0.19047619047619047,0.007936507936507936,2.9126984126984126,41.693282915925735
113687,32.223076923076924,13,2.0,3.7142857142857144,0.7142857142857143,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.0,3.2857142857142856,40.02225161353297
1137717,42.62380952380953,21,4.5,5.0,0.6521739130434783,0.0,0.043478260869565216,0.17391304347826086,0.13043478260869565,0.0,3.130434782608696,46.22594919349981
113813,44.15,12,3.5555555555555554,4.555555555555555,0.8461538461538461,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,2.3076923076923075,33.967542244027435
113937,38.733333333333334,6,4.5,4.333333333333333,0.8,0.0,0.1,0.1,0.0,0.0,2.6,35.811799024566675
1139692,42.96666666666667,12,3.7,4.0,0.7058823529411765,0.0,0.0,0.29411764705882354,0.0,0.0,2.235294117647059,34.72871611052201
114286,43.55094339622641,53,4.0,3.6,0.875,0.0,0.03571428571428571,0.05357142857142857,0.03571428571428571,0.0,3.357142857142857,42.145651716711264
11452,44.507999999999996,75,4.5,4.666666666666667,0.5333333333333333,0.08,0.04,0.06666666666666667,0.26666666666666666,0.013333333333333334,2.8933333333333335,43.398561755400195
114616,35.62,25,3.642857142857143,3.7857142857142856,0.6785714285714286,0.0,0.10714285714285714,0.07142857142857142,0.14285714285714285,0.0,2.857142857142857,36.36333576702115
1152636,39.06,40,4.636363636363637,4.636363636363637,0.6222222222222222,0.022222222222222223,0.044444444444444446,0.2222222222222222,0.06666666666666667,0.022222222222222223,3.577777777777778,45.57521451747383
115374,39.43571428571429,14,4.0,4.666666666666667,0.7894736842105263,0.0,0.05263157894736842,0.0,0.10526315789473684,0.05263157894736842,2.263157894736842,36.74715351970406
11554,47.64,20,4.0,4.538461538461538,0.4583333333333333,0.125,0.041666666666666664,0.20833333333333334,0.125,0.041666666666666664,2.7083333333333335,43.116275929264404
115582,46.63552631578948,76,3.7567567567567566,4.297297297297297,0.6419753086419753,0.024691358024691357,0.04938271604938271,0.14814814814814814,0.13580246913580246,0.0,2.876543209876543,43.324303086062315
1155950,27.620754716981132,53,4.090909090909091,3.9393939393939394,0.9107142857142857,0.0,0.0,0.0,0.03571428571428571,0.05357142857142857,2.4107142857142856,31.249272712608327
115728,42.147761194029854,67,3.816326530612245,4.26530612244898,0.6363636363636364,0.03896103896103896,0.05194805194805195,0.15584415584415584,0.11688311688311688,0.0,2.675324675324675,38.06316754298969
1159854,42.12608695652174,23,4.0,4.3125,0.4782608695652174,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.2608695652173913,0.0,2.9130434782608696,40.08599158820567
1160123,34.844,25,4.4,3.6,0.75,0.03571428571428571,0.03571428571428571,0.14285714285714285,0.0,0.03571428571428571,2.5,32.56308978088743
116066,39.345454545454544,11,5.0,5.0,0.7692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,2.6923076923076925,37.357823907785125
1161428,33.255,20,4.0,4.384615384615385,0.7619047619047619,0.0,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.047619047619047616,2.619047619047619,35.983265988050746
1161839,48.43,30,4.6,4.6,0.45161290322580644,0.06451612903225806,0.06451612903225806,0.22580645161290322,0.1935483870967742,0.0,3.7419354838709675,45.55050011971561
116432,28.5,2,4.25,4.5,1.0,0.0,0.0,0.0,0.0,0.0,1.75,33.9658146696768
1164656,41.673770491803275,61,4.533333333333333,4.6,0.6119402985074627,0.029850746268656716,0.014925373134328358,0.1791044776119403,0.16417910447761194,0.0,3.4925373134328357,48.03106941749655
1165300,35.621875,32,4.266666666666667,4.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,2.5757575757575757,34.76013027622179
1166783,36.87,10,4.333333333333333,3.6666666666666665,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,3.0,39.60860706166965
1167288,32.86,5,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,32.017730412230065
116770,40.656410256410254,39,3.6296296296296298,4.296296296296297,0.4489795918367347,0.04081632653061224,0.10204081632653061,0.24489795918367346,0.10204081632653061,0.061224489795918366,2.3877551020408165,39.76834295993271
1167817,39.403703703703705,27,4.8,4.8,0.6060606060606061,0.06060606060606061,0.06060606060606061,0.12121212121212122,0.15151515151515152,0.0,3.1818181818181817,43.987468171873104
1167859,31.666666666666668,9,3.5,4.25,0.8333333333333334,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,2.75,32.87817877454375
116868,39.74166666666667,24,3.888888888888889,4.222222222222222,0.6428571428571429,0.03571428571428571,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.0,3.3214285714285716,39.47292684383554
116870,41.36842105263158,19,4.444444444444445,4.555555555555555,0.65,0.0,0.05,0.1,0.2,0.0,3.15,44.37881061472486
117022,40.705263157894734,19,4.75,4.25,0.7142857142857143,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,2.380952380952381,34.88681214653133
11730,38.30277777777778,36,3.7058823529411766,3.823529411764706,1.0,0.0,0.0,0.0,0.0,0.0,2.973684210526316,33.734383757898016
117532,42.705882352941174,17,4.0,4.5,0.9655172413793104,0.0,0.0,0.034482758620689655,0.0,0.0,2.3793103448275863,34.29624106673138
