NU_ANO;CO_CURSO;CO_IES;CO_CATEGAD;CO_ORGACAD;CO_GRUPO;CO_MODALIDADE;CO_MUNIC_CURSO;CO_UF_CURSO;CO_REGIAO_CURSO;MEDIA_NT_FG;MEDIA_NT_GER;MEDIA_NT_CE
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;317;3;1;10028;40;;2806701;28;2;56.98181818181818;38.725;32.64545454545455
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;513;5;1;10028;40;;2211001;22;2;70.3125;38.7025;28.192500000000003
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;968;11;5;10028;40;;2611606;26;2;54.44186046511628;31.23798449612403;23.52170542635659
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
2005;2209;29;2;10028;40;;2304400;23;2;51.00638297872341;31.79148936170213;25.393617021276597
