CO_CURSO,NT_GER,QT_ALUNOS,QE_I63,QE_I57,QE_I15_A,QE_I15_B,QE_I15_C,QE_I15_D,QE_I15_E,QE_I15_F,QE_I23_ordinal
1304525,35.43636363636364,11,2.6666666666666665,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.272727272727273
1306689,30.82972972972973,37,3.8333333333333335,4.083333333333333,0.7608695652173914,0.0,0.15217391304347827,0.06521739130434782,0.021739130434782608,0.0,2.6956521739130435
1308208,34.54666666666667,15,2.6666666666666665,3.6666666666666665,0.8125,0.0,0.0,0.0625,0.125,0.0,2.875
1310955,41.18571428571428,21,4.125,4.75,0.6521739130434783,0.043478260869565216,0.0,0.2608695652173913,0.043478260869565216,0.0,2.782608695652174
1312023,33.71666666666666,12,4.666666666666667,5.0,0.6,0.0,0.1,0.3,0.0,0.0,2.5
1313042,33.85357142857143,28,4.538461538461538,4.153846153846154,0.7931034482758621,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.0,2.6551724137931036
1313361,37.240625,32,4.7,4.4,0.78125,0.03125,0.0625,0.09375,0.03125,0.0,2.59375
1313407,36.672413793103445,29,4.7272727272727275,4.363636363636363,0.5714285714285714,0.03571428571428571,0.07142857142857142,0.17857142857142858,0.10714285714285714,0.03571428571428571,3.107142857142857
1314243,37.43,40,4.2631578947368425,4.421052631578948,0.5952380952380952,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.07142857142857142,2.5714285714285716
1315444,34.55714285714286,7,5.0,4.333333333333333,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0,0.0,3.142857142857143
1318224,34.71176470588235,17,4.75,4.375,0.8,0.1,0.05,0.0,0.0,0.05,3.0
13216,51.49655172413794,29,4.3076923076923075,4.461538461538462,0.7241379310344828,0.034482758620689655,0.0,0.1724137931034483,0.06896551724137931,0.0,3.2413793103448274
1322390,26.26851851851852,54,4.0,4.088235294117647,0.8793103448275862,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,2.793103448275862
1322665,32.08421052631579,19,4.5,5.0,0.7894736842105263,0.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,3.0526315789473686
1323876,32.127272727272725,11,5.0,5.0,0.9090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,3.727272727272727
1327439,34.016666666666666,6,5.0,4.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
13277,48.769999999999996,60,3.68,4.4,0.8095238095238095,0.015873015873015872,0.047619047619047616,0.06349206349206349,0.06349206349206349,0.0,2.9365079365079363
1328954,34.318604651162794,43,4.206896551724138,4.344827586206897,0.8649789029535865,0.008438818565400843,0.06751054852320675,0.03375527426160337,0.016877637130801686,0.008438818565400843,2.780590717299578
1330347,43.29705882352941,34,4.125,4.375,0.6578947368421053,0.05263157894736842,0.0,0.21052631578947367,0.02631578947368421,0.05263157894736842,2.789473684210526
1330352,32.291666666666664,24,4.555555555555555,4.333333333333333,0.5769230769230769,0.038461538461538464,0.15384615384615385,0.11538461538461539,0.11538461538461539,0.0,2.769230769230769
1330896,34.33529411764706,17,5.0,5.0,0.8235294117647058,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,3.4705882352941178
1331611,36.095238095238095,21,4.111111111111111,4.222222222222222,0.6086956521739131,0.0,0.08695652173913043,0.13043478260869565,0.17391304347826086,0.0,2.6956521739130435
1332183,48.849999999999994,2,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
13401,42.8734375,64,4.2,4.36,0.6,0.04285714285714286,0.04285714285714286,0.17142857142857143,0.12857142857142856,0.014285714285714285,3.142857142857143
1341371,44.17142857142857,7,5.0,5.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,3.0
