antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'QE_I56_6'}),frozenset({'QE_I57_6'}),0.43137616370172366,0.4548806341598304,0.33334869573232556,0.7727564102564103,1.6988114072688543,1.0,0.1371240328262507,2.3988327523573054,0.7234187420693466,0.6029007251812952,0.5831305875670942,0.7527915789883876
frozenset({'QE_I30_6'}),frozenset({'QE_I57_6'}),0.35602359664485206,0.4548806341598304,0.2729744676928749,0.7667313915857605,1.6855661331943093,1.0,0.11102622827520095,2.3368740849696508,0.6315876139360878,0.5074537354352296,0.5720779281897052,0.6834163543541771
frozenset({'QE_I57_6'}),frozenset({'QE_I56_6'}),0.4548806341598304,0.43137616370172366,0.33334869573232556,0.7328267477203648,1.6988114072688543,1.0,0.1371240328262507,2.1282962701039017,0.7546111294937097,0.6029007251812952,0.5301406039906368,0.7527915789883876
frozenset({'QE_I30_6'}),frozenset({'QE_I56_6'}),0.35602359664485206,0.43137616370172366,0.26034657572126463,0.7312621359223301,1.695184383038752,1.0,0.10676648241331849,2.115905171196621,0.6368147446488388,0.49396642182581324,0.5273890278199643,0.6673938884739856
