CO_CURSO,n_notas,area,NT_GER,NT_FG,NT_CE,NT_OBJ_FG,NT_DIS_FG,NT_OBJ_CE,NT_DIS_CE,tx_presenca,ODP,OPORT,INFRA,n_qe,Cluster_ID,PCA_X,PCA_Y
327,88,A12,46.845454545454544,39.65909090909091,49.225,45.73863636363637,30.539772727272727,53.01136363636363,27.675,0.8543689320388349,5.120618372855215,4.907509157509158,4.866812865497076,95,1,-0.18571512258537415,1.0817684216918388
328,30,A21,41.49,37.306666666666665,42.86333333333334,36.666666666666664,38.266666666666666,48.0,13.716666666666667,0.7692307692307693,5.2317396313364055,5.00291267871913,4.961969929711866,31,1,-0.013976251834916109,0.3360333986103098
379,42,A24,39.60476190476191,35.21904761904762,41.042857142857144,39.88095238095238,28.226190476190474,41.666666666666664,37.457142857142856,0.8571428571428571,5.331060606060606,5.011020923520923,4.971418732782369,44,2,0.27743148230018244,-0.08452457128554781
380,31,A16,47.42903225806452,34.432258064516134,51.73870967741936,40.32258064516129,25.596774193548388,55.54838709677419,30.161290322580644,0.7948717948717948,4.9997420634920635,4.743496133496134,4.422853535353536,30,1,-1.2214270252964352,0.8901385652032032
381,81,A07,46.243209876543204,37.992592592592594,48.977777777777774,40.74074074074074,33.870370370370374,49.06172839506173,48.497530864197536,0.8526315789473684,5.586510243632337,5.310396935106238,5.286075036075037,86,2,1.637625164124051,0.7043950073277194
382,31,A28,39.75483870967742,40.60645161290322,39.4483870967742,42.74193548387097,37.403225806451616,41.12903225806452,29.84193548387097,1.0,5.129435483870967,4.871533842501584,4.863831867057674,31,1,-0.15604645736118855,0.34064941981110364
396,50,A30,44.156000000000006,41.626000000000005,44.982,45.75,35.44,47.26,32.068000000000005,0.847457627118644,5.440530303030303,5.273293070565797,5.283471074380166,55,1,1.2770876616244575,0.7935338036220633
397,21,A23,38.87619047619047,34.647619047619045,40.266666666666666,39.285714285714285,27.69047619047619,40.785714285714285,37.2952380952381,0.9545454545454546,5.110984848484848,4.92813171676808,4.742011019283747,22,0,-0.3187602556762349,-0.17182742400349382
398,29,A12,46.46896551724138,40.08620689655172,48.58620689655172,42.672413793103445,36.206896551724135,52.06896551724138,28.78965517241379,0.8529411764705882,5.412429971988796,5.155256018491312,5.188027332144979,34,1,1.013874841121533,0.9490112513745482
402,78,A20,50.76923076923077,42.75128205128205,53.42307692307692,46.794871794871796,36.68589743589744,57.632051282051286,29.594871794871796,0.896551724137931,5.251597658294086,4.979533759890903,4.922700216450217,84,1,0.34077001657282163,1.679413982529665
403,49,A21,44.34285714285715,38.093877551020405,46.406122448979595,41.83673469387755,32.47959183673469,49.89795918367347,26.593877551020405,0.9245283018867925,5.043818681318681,4.798339160839161,4.675039543789544,52,1,-0.6349688788188117,0.7219278540657348
407,23,A26,36.69130434782608,44.55217391304348,34.06086956521739,50.54347826086956,35.56521739130435,30.847826086956523,52.25217391304348,0.7931034482758621,5.143406593406594,4.615260037581466,4.299395743145743,28,0,-1.6459456524882248,0.5818658116956363
487,66,A30,46.51060606060606,41.49090909090909,48.165151515151514,48.484848484848484,31.0,51.592424242424244,28.73787878787879,0.7586206896551724,5.090972222222223,4.843966681466681,4.838327721661055,72,1,-0.5385503105153131,1.2547709034201
494,60,A20,52.12,40.531666666666666,55.96666666666667,46.458333333333336,31.641666666666666,59.245000000000005,37.358333333333334,0.5084745762711864,5.2759837962962965,4.916229603729604,5.038466009299343,72,1,-0.18238043946700983,1.8241024588750971
495,69,A21,43.78405797101449,36.244927536231884,46.278260869565216,40.03623188405797,30.557971014492754,51.73913043478261,15.326086956521738,0.696969696969697,5.175108225108225,4.924912245042115,5.021015348288076,77,1,-0.20624906342187954,0.531988596761562
496,27,A16,46.25925925925926,32.5,50.829629629629636,38.425925925925924,23.61111111111111,53.788888888888884,34.074074074074076,0.6428571428571429,5.421186755952381,4.926004464285715,4.942211174242424,32,1,0.06646520665784734,0.5150704064182483
513,45,A14,45.15555555555556,43.99777777777778,45.52,50.833333333333336,33.74444444444445,49.12444444444444,25.07333333333333,0.7894736842105263,4.789557226399332,4.714113069470213,4.876511286332715,57,1,-1.143321858713529,1.3321012054314854
519,30,A10,34.06333333333333,39.67666666666666,32.17666666666666,44.583333333333336,32.31666666666667,33.666666666666664,23.720000000000002,0.8823529411764706,5.014322916666667,4.587694597069597,4.875094696969697,32,0,-1.0668100264735532,-0.2293322192291787
525,26,A11,49.25384615384615,45.12307692307692,50.61538461538461,54.80769230769231,30.596153846153847,52.55769230769231,39.61923076923077,0.8666666666666667,4.7325320512820515,4.385615666384897,4.724708624708625,26,1,-1.681137671272495,1.8834756406458708
592,27,A20,54.84074074074074,40.818518518518516,59.5,48.611111111111114,29.12962962962963,61.78148148148148,46.60740740740741,0.7297297297297297,5.47244623655914,5.124264445232187,5.190053763440861,31,1,1.0507017304917876,1.942790435323192
593,57,A09,49.270175438596496,39.738596491228066,52.4280701754386,41.8859649122807,36.51754385964912,54.59649122807018,40.059649122807016,0.8142857142857143,5.180881307746979,4.830191036161185,5.002135426762293,67,1,-0.050268988415000555,1.3339556170930658
594,43,A14,45.358139534883726,44.551162790697674,45.6,56.104651162790695,27.22093023255814,49.08139534883721,25.81627906976744,0.9148936170212766,5.003233225108225,5.155983032119395,5.226348714416896,44,1,0.4825056919866017,1.1875296762797634
614,79,A14,49.639240506329116,45.22278481012658,51.09873417721519,56.32911392405063,28.563291139240505,53.43037974683544,37.894936708860754,0.9080459770114943,4.565528189510748,4.655545294498783,4.976100288600289,86,1,-1.155246549748247,1.8481549938921116
621,62,A12,51.182258064516134,43.59193548387096,53.693548387096776,46.975806451612904,38.516129032258064,58.145161290322584,28.443548387096776,0.8611111111111112,4.857271634615385,4.343060064935065,4.888557449494949,64,1,-1.304964264351074,1.922774199770712
624,26,A24,50.111538461538466,35.38076923076923,55.00384615384615,46.63461538461539,18.5,58.815384615384616,33.396153846153844,0.896551724137931,4.778867115027829,4.533621933621934,4.944020562770563,28,1,-1.0026509076086816,1.1270786140066593
630,105,A26,45.955238095238094,44.879999999999995,46.28952380952381,55.0,29.7,44.76571428571428,54.92285714285714,0.8677685950413223,5.162911663953331,4.552075496519941,4.815321201432313,108,1,-0.7315480405915253,1.4318084625307839
635,39,A30,53.15384615384615,42.48205128205128,56.69230769230769,43.58974358974359,40.82051282051282,60.5974358974359,34.57435897435898,0.8863636363636364,4.959821428571429,4.458478029906601,4.742911255411255,42,1,-1.0602554065791938,2.0381235826357322
637,29,A24,51.89655172413793,44.06551724137931,54.48275862068966,49.56896551724138,35.810344827586206,57.61379310344827,36.66896551724138,0.9666666666666667,4.7048256802721085,4.591556062984635,5.1215007215007216,28,1,-0.6969612421134129,1.9223049248272137
684,54,A12,56.879629629629626,48.355555555555554,59.701851851851856,56.01851851851852,36.861111111111114,62.96296296296296,41.175925925925924,0.9310344827586207,5.322978687978688,5.14841279932189,5.5700826446280995,55,1,1.6711256882362195,2.5758125526421534
687,28,A30,51.832142857142856,44.910714285714285,54.125,49.55357142857143,37.94642857142857,56.767857142857146,39.11785714285714,0.9032258064516129,5.335570607553366,4.984296737745013,5.477603622431209,29,1,1.1862240275391476,1.8263044983606158
696,33,A24,56.13636363636363,40.381818181818176,61.375757575757575,47.72727272727273,29.363636363636363,62.75757575757576,53.53939393939394,0.9705882352941176,5.276960784313725,4.988760749054867,5.532442067736185,34,1,1.4068728036346496,1.8830369584059845
697,64,A07,53.7953125,47.0921875,56.0125,47.0703125,47.125,57.6109375,46.9328125,0.9142857142857143,5.411050724637681,5.146010511227902,5.262197544806241,69,1,1.3308791150056216,2.219219500035829
700,23,A28,51.039130434782614,45.678260869565214,52.81739130434782,53.26086956521739,34.30434782608695,56.08695652173913,34.26521739130435,0.9583333333333334,4.749305555555556,4.747537878787878,5.13320707070707,24,1,-0.42575021510327143,1.9409506917252368
703,32,A14,53.59375,48.115625,55.403125,61.328125,28.296875,57.737500000000004,42.14375,0.9142857142857143,5.149979068550498,5.159826364112078,5.405108225108226,35,1,1.1119251817383697,2.2756065823603597
768,23,A24,55.178260869565214,42.92173913043479,59.24347826086956,52.17391304347826,29.043478260869566,61.77391304347826,44.85217391304347,0.92,5.422851966873706,5.238415690589604,5.372215948302905,23,1,1.6835531577940848,1.999916301828753
771,34,A21,45.26176470588236,39.29117647058824,47.241176470588236,45.220588235294116,30.397058823529413,52.5,17.400000000000002,0.8717948717948718,5.438537414965987,5.0338318824033115,5.168109668109668,35,1,0.8581472577587107,0.7639692707405875
772,41,A12,54.09512195121951,43.80487804878049,57.514634146341464,50.0,34.51219512195122,60.853658536585364,38.53658536585366,1.0,5.194004065040651,5.126673326673327,4.766740576496674,41,1,0.5239910004368007,2.084281315329653
774,29,A27,55.20344827586207,45.341379310344834,58.46551724137931,50.43103448275862,37.706896551724135,59.71034482758621,51.37586206896552,0.5370370370370371,5.0872311827956995,4.686230973327747,4.408490434296886,31,1,-1.4919303161130217,2.6903925826953157
775,75,A20,54.36266666666666,42.604,58.25866666666666,49.166666666666664,32.76,62.848000000000006,32.22266666666666,0.7009345794392523,5.092924954792043,4.613032607336405,4.236634427457212,79,1,-1.532713532865791,2.3482277206606708
778,24,A14,43.395833333333336,40.52916666666666,44.34166666666667,52.604166666666664,22.416666666666668,48.45416666666667,20.966666666666665,0.8275862068965517,3.90407848324515,4.097633230966564,4.4650766928544705,27,0,-3.8918941220354433,1.1094132069679596
779,26,A16,67.43076923076923,49.36538461538461,73.43461538461538,56.25,39.03846153846154,76.43461538461538,56.34615384615385,0.9629629629629629,5.279188712522046,4.769748153081486,4.623615787504677,27,1,0.17958669202985908,3.99388630134408
850,86,A07,46.60697674418604,38.00581395348837,49.45581395348837,39.38953488372093,35.93023255813954,48.789534883720926,53.20116279069768,0.945054945054945,5.706730769230769,5.679658253834078,5.788914141414141,91,2,3.15059286978154,0.5361823782256904
855,23,A30,43.04347826086956,38.31304347826087,44.608695652173914,43.47826086956522,30.565217391304348,45.539130434782614,39.34782608695652,0.92,5.616145833333333,5.670741758241758,5.851893939393939,24,2,2.946497389561474,0.19737553612659914
860,21,A24,46.91428571428572,36.33809523809524,50.41904761904762,44.642857142857146,23.88095238095238,52.77619047619047,37.04761904761905,1.0,5.417460317460318,5.258956916099773,5.696536796536797,21,2,2.0761886018116993,0.5046894877469768
861,21,A11,51.061904761904756,51.96190476190476,50.74761904761905,55.95238095238095,45.976190476190474,51.7,45.30952380952381,0.9545454545454546,5.560064935064935,5.451652892561984,5.589049586776859,22,1,2.393416113758029,2.1750163896010553
865,36,A14,38.27777777777778,39.474999999999994,37.85277777777778,46.18055555555556,29.416666666666668,41.81388888888889,15.325000000000001,0.8181818181818182,5.099389097744361,5.262678549520655,5.525897129186603,38,2,0.8523632705768222,0.010108863492346475
954,24,A07,42.854166666666664,32.199999999999996,46.38333333333333,35.416666666666664,27.375,47.824999999999996,38.19166666666667,0.8571428571428571,5.502430555555556,5.1018391330891335,5.309553872053872,24,2,1.1848339481893033,-0.08222796569888456
955,70,A20,45.36857142857143,37.84285714285714,47.85857142857143,45.0,27.107142857142858,50.77857142857143,31.312857142857144,0.9333333333333333,5.598254504504505,5.32943047943048,5.4653016653016655,74,2,2.0201171831994262,0.5172694465548802
