CO_CURSO,NT_GER,QE_I63_1,QE_I63_2,QE_I63_3,QE_I63_4,QE_I63_5,QE_I63_6,QE_I63_7,QE_I63_8,QE_I15_A,QE_I15_B,QE_I15_C,QE_I15_D,QE_I15_E,QE_I15_F,Cluster_ID,PCA_X,PCA_Y
56172,40.252941176470586,0.0,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.19047619047619047,0.5238095238095238,0.047619047619047616,0.0,0.7619047619047619,0.0,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.0,0,0.13514236981504968,0.1000755581980586
56726,22.7,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0,0.0,0.6666666666666666,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,1,-2.7794315922758415,-0.13259999748898152
56757,34.72,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.10448113177791583,2.0332283242065743
56766,39.45384615384615,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.7777777777777778,0.0,0.037037037037037035,0.7407407407407407,0.0,0.037037037037037035,0.07407407407407407,0.14814814814814814,0.0,0,1.6283845783216477,-0.27335559273961735
57174,39.92758620689656,0.030303030303030304,0.0,0.12121212121212122,0.045454545454545456,0.30303030303030304,0.48484848484848486,0.015151515151515152,0.0,0.6060606060606061,0.015151515151515152,0.10606060606060606,0.12121212121212122,0.15151515151515152,0.0,2,0.02191802480560156,-1.5557447130349704
57178,32.371428571428574,0.1875,0.125,0.125,0.1875,0.25,0.125,0.0,0.0,0.8125,0.0,0.1875,0.0,0.0,0.0,1,-3.402953475107673,0.7820576309483892
57279,47.75,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.2667520607828116,1.4485201869897495
57458,37.30909090909091,0.02702702702702703,0.0,0.02702702702702703,0.13513513513513514,0.08108108108108109,0.7297297297297297,0.0,0.0,0.7837837837837838,0.02702702702702703,0.05405405405405406,0.05405405405405406,0.08108108108108109,0.0,0,1.1950951966506862,0.11245472762742771
57466,32.18,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,2,-0.8123632265576101,-1.3352218056633378
57504,41.26666666666667,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-2.082852044586514,1.4945392223525102
57606,32.71,0.1,0.1,0.1,0.1,0.2,0.4,0.0,0.0,0.7,0.1,0.0,0.1,0.0,0.1,1,-1.605061603200781,-0.325415065088213
57612,38.333333333333336,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.0,1,-0.8589169951786381,0.643377738645079
57702,41.546031746031744,0.04411764705882353,0.014705882352941176,0.10294117647058823,0.16176470588235295,0.3382352941176471,0.3235294117647059,0.014705882352941176,0.0,0.7352941176470589,0.0,0.1323529411764706,0.07352941176470588,0.058823529411764705,0.0,1,-0.8793467563549564,-0.4029799301102644
57820,30.94545454545454,0.15384615384615385,0.0,0.0,0.23076923076923078,0.23076923076923078,0.38461538461538464,0.0,0.0,0.8461538461538461,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,1,-1.0954425920143245,1.2418303561264008
57900,36.325,0.0625,0.0,0.0,0.0625,0.3125,0.5625,0.0,0.0,0.9375,0.0,0.0,0.0625,0.0,0.0,0,0.7474414429812102,1.439180104960941
57906,42.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.118834061363767,1.8286163993863982
57984,40.5656862745098,0.0,0.0,0.016666666666666666,0.058333333333333334,0.14166666666666666,0.775,0.008333333333333333,0.0,0.7,0.008333333333333333,0.09166666666666666,0.075,0.125,0.0,0,1.7886984280699443,-0.7008959171489977
58006,40.18,0.0,0.1,0.0,0.0,0.1,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.6902225162427251,1.816054707521368
5841,25.7140625,0.014285714285714285,0.02857142857142857,0.08571428571428572,0.1,0.24285714285714285,0.5285714285714286,0.0,0.0,0.8285714285714286,0.014285714285714285,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.014285714285714285,1,-0.16512012335194648,0.9183429370218651
58498,43.721739130434784,0.0,0.0,0.0,0.0,0.13043478260869565,0.8260869565217391,0.043478260869565216,0.0,0.782608695652174,0.0,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.0,0,2.290930688673427,-0.004200101756859981
58808,24.65416666666667,0.034482758620689655,0.13793103448275862,0.0,0.2413793103448276,0.3448275862068966,0.20689655172413793,0.034482758620689655,0.0,0.9655172413793104,0.0,0.0,0.0,0.034482758620689655,0.0,1,-2.1593739546631316,2.1546622006426244
58928,33.96153846153846,0.024390243902439025,0.07317073170731707,0.17073170731707318,0.24390243902439024,0.24390243902439024,0.24390243902439024,0.0,0.0,0.6097560975609756,0.0,0.14634146341463414,0.17073170731707318,0.07317073170731707,0.0,1,-2.103595169860301,-1.1809021660443713
59001,27.275,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0,1.26090677848404,-1.4451986677658437
59060,29.049999999999997,0.0,0.045454545454545456,0.13636363636363635,0.18181818181818182,0.22727272727272727,0.4090909090909091,0.0,0.0,0.6818181818181818,0.0,0.045454545454545456,0.18181818181818182,0.09090909090909091,0.0,1,-0.9379678271446884,-0.4885547189626914
59109,41.044444444444444,0.0,0.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.0,0.0,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,1,-0.38525941176446865,-0.06614316693097634
59122,40.28333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8421052631578947,0.0,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,0,2.8962950141636705,0.7042115331770782
594,45.358139534883726,0.0,0.0,0.045454545454545456,0.11363636363636363,0.38636363636363635,0.45454545454545453,0.0,0.0,0.5227272727272727,0.0,0.022727272727272728,0.20454545454545456,0.25,0.0,2,0.4073310555950563,-2.6925103402280532
59523,33.944,0.0,0.0,0.03225806451612903,0.03225806451612903,0.3870967741935484,0.5161290322580645,0.0,0.03225806451612903,0.5806451612903226,0.03225806451612903,0.06451612903225806,0.1935483870967742,0.12903225806451613,0.0,2,0.5926325232670441,-1.5596370953480387
60406,38.43939393939394,0.02857142857142857,0.02857142857142857,0.11428571428571428,0.22857142857142856,0.2,0.37142857142857144,0.02857142857142857,0.0,0.8857142857142857,0.0,0.0,0.08571428571428572,0.0,0.02857142857142857,1,-0.8972178325370241,1.1222465441366327
